"","Run","Path","Class"
"159","4706b7ab-9e0b-4729-9f15-53049667d822.htseq.counts","EsophagusCancer/CountFiles/68a7eb0a-9e3f-4a2a-8661-b8e71c129206","Primary Tumor"
"160","9f8fbee2-eb43-4851-8b27-ecd9e9a2b8f2.htseq.counts","EsophagusCancer/CountFiles/ff304a33-3105-4260-ba13-3022613e6862","Primary Tumor"
"161","4b3c101b-b2e1-4bc7-a757-6aeae9ba0256.htseq.counts","EsophagusCancer/CountFiles/63ffdaa9-0d98-40fc-8ff9-4dcca1949a08","Primary Tumor"
"162","9a0c6c0a-262f-4177-8caa-7a73e5b78a47.htseq.counts","EsophagusCancer/CountFiles/2588cc43-66e3-4f93-9ae0-4acdb5e65691","Primary Tumor"
"163","94c8cb9a-031f-4265-adfe-23f393544716.htseq.counts","EsophagusCancer/CountFiles/3cdd9114-764a-438a-877f-d172af8f1fc4","Primary Tumor"
"164","72262317-5493-4d82-8e8d-316f21b004a9.htseq.counts","EsophagusCancer/CountFiles/cb430bed-7d11-4827-aad0-04546e6d8818","Primary Tumor"
"165","eb4f8f6b-3465-49f9-a70d-35ee45387f89.htseq.counts","EsophagusCancer/CountFiles/604c38df-2769-4377-a576-db802789e520","Primary Tumor"
"166","d14e5212-74be-4dea-9922-73c00a9011b6.htseq.counts","EsophagusCancer/CountFiles/9eee2f14-d275-43b9-a431-7ca9ea748423","Primary Tumor"
"167","e5ee90a3-5094-467c-9418-10368ac6b451.htseq.counts","EsophagusCancer/CountFiles/a63fb339-b832-4512-b984-c2fd3a129a1e","Primary Tumor"
"168","ea682d7b-897b-4b17-bf41-22495b5c9102.htseq.counts","EsophagusCancer/CountFiles/a5c403c2-d20d-48b6-81ce-3f9dd4ec3238","Primary Tumor"
"169","0c96fbc3-6f9f-4b4c-a8e5-3f5b344b7063.htseq.counts","EsophagusCancer/CountFiles/b86a8eb7-cae9-4ff0-b232-4d58fcc82e00","Solid Tissue Normal"
"170","c24d968a-d237-415a-9bb9-701aec282f8c.htseq.counts","EsophagusCancer/CountFiles/858ab22f-c8dc-4790-84c3-d18b9322ca5d","Primary Tumor"
