"","Run","Path","Class"
"159","0edf649b-505c-4363-8b74-6066f5efb48f.htseq.counts","ThyroidCancer/CountFiles/fb5aff72-5a4f-4f10-abe4-9207cfbaffe5","Primary Tumor"
"160","4690efed-5d11-4191-addb-8d290ddc063a.htseq.counts","ThyroidCancer/CountFiles/a512642f-b720-4efb-a4e9-49b746980809","Primary Tumor"
"161","4eb2eaaa-5bc3-4b48-b4f5-2b5633c3501b.htseq.counts","ThyroidCancer/CountFiles/16f8b48b-4329-41c9-9510-367e40b44492","Primary Tumor"
"162","5d2510c8-c5a0-439d-8111-357824c00c2b.htseq.counts","ThyroidCancer/CountFiles/d663a5c0-f577-40bf-861a-0a5d2c470c96","Primary Tumor"
"163","5d8c1485-ac73-457e-a9d7-27c13941cc61.htseq.counts","ThyroidCancer/CountFiles/75bb8fe6-0ff4-4aed-82d9-2ccea1d8eec8","Primary Tumor"
"164","78f4ce11-3ca6-416c-9938-3b8278c5d2db.htseq.counts","ThyroidCancer/CountFiles/446b1b9b-620c-455e-b7b3-6e3ff74fb4da","Primary Tumor"
"165","fd638198-382e-47e2-950f-03a761bba2b8.htseq.counts","ThyroidCancer/CountFiles/93edc56b-6350-44aa-9486-59e2fcd751c4","Primary Tumor"
"166","89fd615f-2345-47c0-b226-639f5c4a382a.htseq.counts","ThyroidCancer/CountFiles/8abe7b3f-5ade-4a97-a025-03209eb7c893","Primary Tumor"
"167","a156c548-8258-4327-9b21-5015c682215b.htseq.counts","ThyroidCancer/CountFiles/53441cae-4d63-405e-9745-9ecf7a7bf76c","Solid Tissue Normal"
"168","c69ea217-6123-4d3d-8233-505f4a6f14ae.htseq.counts","ThyroidCancer/CountFiles/82c02b23-4775-4798-bd63-e7e7d5e7bd52","Primary Tumor"
"169","2e28da15-c9a7-4190-9081-87a2619d67d6.htseq.counts","ThyroidCancer/CountFiles/c99c35cf-cf8c-4cc4-b174-723285d06b09","Primary Tumor"
"170","791f3e27-7f85-4183-ad1b-31fa208a346d.htseq.counts","ThyroidCancer/CountFiles/215a1807-5547-47ef-addd-ab10a1ebf22b","Primary Tumor"
"171","d14dbb1a-5e95-4e23-864c-6541912d4479.htseq.counts","ThyroidCancer/CountFiles/b725d57b-5dc6-4214-afc4-69a814743dde","Primary Tumor"
"172","b8898b0f-be30-442b-8c3d-f9da8d25d01d.htseq.counts","ThyroidCancer/CountFiles/965d3c16-e56b-4b25-bb3e-f2809acf95a7","Primary Tumor"
"173","10b43d71-26fe-4fbd-882e-e09c39c5295b.htseq.counts","ThyroidCancer/CountFiles/4aabd906-be60-4418-b0b5-6c083e5cebf3","Primary Tumor"
"174","6f07a983-60cc-445e-9250-8455b46cd1e3.htseq.counts","ThyroidCancer/CountFiles/467e2002-9554-49a6-926e-f6e9fd8eed62","Primary Tumor"
"175","f3fba4f3-1974-46bd-a886-9733a2c809cf.htseq.counts","ThyroidCancer/CountFiles/8004d5d6-c9d8-49a4-b7a9-74df432a383c","Primary Tumor"
"176","a69e1384-d0ce-4ad7-b1b1-fe5c38aa6cb8.htseq.counts","ThyroidCancer/CountFiles/a55007ad-8fb0-4a0c-8edb-dec07dc11e3e","Solid Tissue Normal"
"177","2a21d289-ab2a-4deb-8e22-26d33805fe62.htseq.counts","ThyroidCancer/CountFiles/f88dbd94-b307-4512-a29d-545b6919d0ee","Primary Tumor"
"178","73a5d017-f908-4775-9df4-eb054001bf10.htseq.counts","ThyroidCancer/CountFiles/8f55b7f1-7828-43de-8ab2-d86a24d5ed4e","Primary Tumor"
"179","d460b6c4-dffd-4121-a62e-df67500d7a71.htseq.counts","ThyroidCancer/CountFiles/41c7673b-ce1d-43c7-b704-d713cc4a6aae","Primary Tumor"
"180","e79a0a0e-7fb9-477f-bd84-e83feabf3cd9.htseq.counts","ThyroidCancer/CountFiles/e609508c-0f0f-4835-9dd4-c3a25230076c","Primary Tumor"
"181","e490d507-4182-4e6c-bc3f-3cdab1178768.htseq.counts","ThyroidCancer/CountFiles/467f3c58-a30e-4b8b-b0cd-275cc9edb6bf","Primary Tumor"
"182","fd648134-885c-46ce-9297-8cfe639182c0.htseq.counts","ThyroidCancer/CountFiles/08c70e6a-a189-49ab-9862-4ecfb8d5769e","Primary Tumor"
"183","f6e23a88-e899-4ce4-87b1-e68c7fa87a4f.htseq.counts","ThyroidCancer/CountFiles/e2c4c59f-af8a-44b5-990a-8cddf00b6cef","Primary Tumor"
"184","b2016510-5d0b-45be-b39a-a06baa68e6e0.htseq.counts","ThyroidCancer/CountFiles/d357ae60-9bb1-4406-ab4b-d6649e6cacde","Primary Tumor"
"185","1bd9804a-7161-4994-8d47-0dcc08238987.htseq.counts","ThyroidCancer/CountFiles/3bf482af-1855-4ed6-a6fd-7727577fd13c","Primary Tumor"
"186","f55e8901-277c-4973-bab5-3cfeb7366b8e.htseq.counts","ThyroidCancer/CountFiles/563b5b5b-5b34-4961-99e9-51045c9948e1","Primary Tumor"
"187","a0eeff1d-51e4-4af6-9e82-da7bf1f94ba6.htseq.counts","ThyroidCancer/CountFiles/2d7068fc-1330-408c-a1ea-7a2d160e3e03","Primary Tumor"
"188","ac0c4f58-bf0d-4236-ae26-436221f01636.htseq.counts","ThyroidCancer/CountFiles/f8aeb3d6-8579-4b3b-8eab-d36e82477125","Primary Tumor"
"189","1e8180d3-b887-4638-9f8e-470870786b11.htseq.counts","ThyroidCancer/CountFiles/b6bc894c-0fc1-489c-8bb8-c697a9285c50","Primary Tumor"
"190","7c375d52-fc5a-4725-9f56-8a15b8445ba7.htseq.counts","ThyroidCancer/CountFiles/3b843135-5c21-47ac-8107-253ca34ba747","Primary Tumor"
"191","4a57d94c-6cce-43a6-97c5-7733da607c42.htseq.counts","ThyroidCancer/CountFiles/3af5c5c3-811b-479e-bde3-e9f11c54f8af","Primary Tumor"
"192","fd455db3-314a-48aa-a56c-cf20931f9eb3.htseq.counts","ThyroidCancer/CountFiles/86ba8ec4-9f8e-4008-a161-68aecdf08cdd","Primary Tumor"
"193","dfdfe4e3-a086-465d-ad7e-37e0c80dc327.htseq.counts","ThyroidCancer/CountFiles/086e4181-518c-42e4-8106-d1f9086e314d","Primary Tumor"
"194","efafcd7b-d25c-4944-b5dc-7c240fe47d12.htseq.counts","ThyroidCancer/CountFiles/414675ff-351d-4171-83a6-22c18101f758","Primary Tumor"
"195","6fd3a29c-c757-42ed-82ae-f597ae2a4f13.htseq.counts","ThyroidCancer/CountFiles/c528f41d-8be4-4e37-9a8f-296987cad340","Solid Tissue Normal"
"196","97ecc7b4-2a43-4a19-ba15-42abbb57484c.htseq.counts","ThyroidCancer/CountFiles/0e0d2894-b72d-40f8-b431-44163e05c43b","Primary Tumor"
"197","6c304972-b122-49f8-a1d2-0d48d24e6b08.htseq.counts","ThyroidCancer/CountFiles/f542571f-84b5-45a6-bf24-b99c96fef746","Primary Tumor"
"198","246bb185-8b59-47d9-be7d-b77a6085f0e8.htseq.counts","ThyroidCancer/CountFiles/a2596b1a-2208-47de-a241-0ec8b2e75301","Primary Tumor"
"199","de85d8f5-101f-44b1-8d71-fb6949a709a5.htseq.counts","ThyroidCancer/CountFiles/e2edeae4-1277-46f4-ac9b-9064fb4b383d","Primary Tumor"
"200","71008f4c-f962-4132-8ae6-83c8327602a8.htseq.counts","ThyroidCancer/CountFiles/f02e6f81-13d0-475c-a29c-8a3020bddeed","Primary Tumor"
"201","ca52908a-6dd4-4d10-aa1f-c90deef45922.htseq.counts","ThyroidCancer/CountFiles/1275d054-0692-4178-89ba-791938050472","Primary Tumor"
"202","4c7bb656-b66f-4139-a253-017f14e414ce.htseq.counts","ThyroidCancer/CountFiles/ca336dae-d4ad-43f9-b104-5ea8936849d5","Primary Tumor"
"203","4eff217b-41f6-4bfb-a4ac-aa8b994a71e1.htseq.counts","ThyroidCancer/CountFiles/c058e618-b1cf-4f73-b3f9-354c550a7b0f","Primary Tumor"
"204","7fd8ca69-28f3-4ea4-b2a6-f0b56cb87561.htseq.counts","ThyroidCancer/CountFiles/dd09e91b-72ce-483f-9eda-decd47442d9e","Primary Tumor"
"205","db18f592-80d8-4834-a844-d28603238c3a.htseq.counts","ThyroidCancer/CountFiles/4fe6051b-60e2-4d4a-8709-e49b24e4fa61","Primary Tumor"
"206","15e2962d-44df-4c43-85d4-a58ca3299da2.htseq.counts","ThyroidCancer/CountFiles/68ee4d98-c95d-4390-8092-9d5e6ba44fbf","Solid Tissue Normal"
"207","2cd8bee5-a0e5-4273-b37c-756f31610f9a.htseq.counts","ThyroidCancer/CountFiles/4afd5a43-6d83-4154-a4e8-dee6b29cf953","Solid Tissue Normal"
"208","b832f785-2005-4b47-b131-09aa4c70d608.htseq.counts","ThyroidCancer/CountFiles/cfc7a316-881d-4c8c-a704-aa658e18e3e4","Primary Tumor"
"209","4ead28da-fe94-4379-b369-c1ceb4d1f2f0.htseq.counts","ThyroidCancer/CountFiles/0ed19b74-f28a-4b79-bac9-3415a4fe7cc1","Solid Tissue Normal"
"210","b4a795d4-cada-4d9e-ad4f-88fe5942ad70.htseq.counts","ThyroidCancer/CountFiles/850d0315-01d2-4923-b998-2074f1ca744d","Primary Tumor"
"211","c132d760-0597-45cb-918b-ae271d26039b.htseq.counts","ThyroidCancer/CountFiles/f51594a3-8158-490d-b0d9-037b72ccf908","Primary Tumor"
"212","89763667-3b78-4fd2-8194-60f0df03d934.htseq.counts","ThyroidCancer/CountFiles/606d6e42-5d74-46e0-90f8-85d896f152b4","Primary Tumor"
"213","bf7d8fed-3bac-4a79-8c27-12785590bea5.htseq.counts","ThyroidCancer/CountFiles/c86c4249-2481-47fb-bdb5-90f58fb79787","Primary Tumor"
"214","73a8acb0-feba-4c0d-b67a-a1f26d046b0b.htseq.counts","ThyroidCancer/CountFiles/78352f8b-219b-431a-b536-cda97ef842b4","Primary Tumor"
"215","82ca35cd-c1dc-4fbe-b9a0-7870b0b14143.htseq.counts","ThyroidCancer/CountFiles/ba852a12-0583-409b-9bd6-b58e21af7240","Primary Tumor"
"216","b34c9e55-0455-46fd-8dad-3994e2c06fb2.htseq.counts","ThyroidCancer/CountFiles/fec14b50-b0b6-4e0e-94d3-aeeeaebc9846","Primary Tumor"
"217","eb030e6a-7561-4087-8134-82f8a806c573.htseq.counts","ThyroidCancer/CountFiles/97ab8306-d21b-43e2-bb87-dcdd559cbce9","Primary Tumor"
"218","acd5b00f-321b-4c4b-bf6b-e836a0119409.htseq.counts","ThyroidCancer/CountFiles/330a2b2d-bf42-4371-99b5-53405954b34d","Primary Tumor"
"219","893c02a0-e83b-423a-bfd8-11eae9345a3c.htseq.counts","ThyroidCancer/CountFiles/b6bd5a48-d0cf-4811-9bac-be1cfe405764","Primary Tumor"
"220","eeacedf0-c8d6-4d47-ae23-08430b65271a.htseq.counts","ThyroidCancer/CountFiles/a066f670-0ab9-49b0-a789-77c0c9b9b84d","Primary Tumor"
"221","fe30b98a-9a64-4698-8d6f-cdaa8d7e7050.htseq.counts","ThyroidCancer/CountFiles/7ac93f49-6ec6-4c99-844b-7b2660c5612f","Primary Tumor"
"222","2c80fdb5-bba0-4402-a6d4-412cbab60fc8.htseq.counts","ThyroidCancer/CountFiles/72019eae-396d-4b20-927e-de8e2a5bd738","Solid Tissue Normal"
"223","a79ab133-bd4e-4693-9ad6-196fb8cc5db4.htseq.counts","ThyroidCancer/CountFiles/3e3fe615-72f0-4a53-ac29-4cba738d76d8","Primary Tumor"
"224","3511dd71-059e-4e36-8aa3-1fdc5758f830.htseq.counts","ThyroidCancer/CountFiles/83bc74b3-97ab-4483-9902-f99cc6722963","Primary Tumor"
"225","84accba0-e8a3-40b6-879f-e62b7577e7f0.htseq.counts","ThyroidCancer/CountFiles/cbb6bf2c-e1c0-4dfb-9294-6a1c296dcc21","Primary Tumor"
"226","15885333-ff39-4d59-a2a5-1aec4aaf3e00.htseq.counts","ThyroidCancer/CountFiles/2332aa30-01c3-4d56-b791-a53757c5febd","Primary Tumor"
"227","64b0814c-f202-447a-944d-2bcb39f5c0be.htseq.counts","ThyroidCancer/CountFiles/6591cbbf-959c-46db-a575-8c057a6772b8","Primary Tumor"
"228","0f6f6fc3-4f7e-42ab-b670-60c2407b2fac.htseq.counts","ThyroidCancer/CountFiles/f52c5963-14ff-4d3c-bfaa-ef50d0e5c537","Primary Tumor"
"229","48c05ad3-da5a-43b9-bd14-cc90943ea524.htseq.counts","ThyroidCancer/CountFiles/282d4c7c-c230-4273-9b3d-a70a52e82f7b","Primary Tumor"
"230","091c501b-2b8d-407e-84f2-dd56eaf100cc.htseq.counts","ThyroidCancer/CountFiles/ad538f8b-a898-48ac-beaf-f5222f656e4f","Solid Tissue Normal"
"231","bfb5ed12-fb7d-44c0-a0b4-8c808daa52c2.htseq.counts","ThyroidCancer/CountFiles/48ed3095-7ab0-49ff-9c83-cd47960fce21","Primary Tumor"
"232","70feda2e-27ef-4350-a1d9-587b40562e88.htseq.counts","ThyroidCancer/CountFiles/a9fff315-3563-4093-b086-8cf8d43fcc7d","Primary Tumor"
"233","0ecefaf3-4a3f-4cf8-8c14-a46a54664a3e.htseq.counts","ThyroidCancer/CountFiles/f20bbdda-e162-4606-a7e6-f6f8eefea646","Primary Tumor"
"234","4b69ca83-6fa9-4e5c-912b-5f820d0a4c29.htseq.counts","ThyroidCancer/CountFiles/1cf2b187-631f-46f8-adcd-37f402486f6a","Primary Tumor"
"235","e5e896b0-491e-44c4-bcb7-6316381545f8.htseq.counts","ThyroidCancer/CountFiles/44b75b5a-0c2d-4b2a-8663-1f736dc419be","Primary Tumor"
"236","b6a919d3-01a7-4f8d-b6db-6783eb4a855f.htseq.counts","ThyroidCancer/CountFiles/55b4f7a5-665e-4a01-b604-0764966a46fa","Primary Tumor"
"237","b1fb53dc-c332-4065-8a9c-712592e63088.htseq.counts","ThyroidCancer/CountFiles/ecc3a04b-41f8-465e-a28a-2aaccb6db604","Primary Tumor"
"238","9ec7e5d5-91a1-4897-8963-fc67cdac6705.htseq.counts","ThyroidCancer/CountFiles/557ff544-d0ab-471e-8761-e1a8a2e5ac4d","Primary Tumor"
"239","456dd261-5f71-433d-ba62-a72bc48b7809.htseq.counts","ThyroidCancer/CountFiles/c05edd91-1a0d-46f8-bc8b-5121f6119e5f","Primary Tumor"
"240","e0e15288-2149-4ebf-a42e-fd0de327f9e5.htseq.counts","ThyroidCancer/CountFiles/0e32c7fb-4c67-4c6c-a965-e133d137df79","Primary Tumor"
"241","7a75e99c-87b5-4013-be07-f0ff5f4a825d.htseq.counts","ThyroidCancer/CountFiles/49cbdc20-244c-47a4-8103-2b466004b8dd","Primary Tumor"
"242","af8ce158-69ea-4fa7-978e-4efe1bbd19c1.htseq.counts","ThyroidCancer/CountFiles/3ea991dd-585e-41ed-9567-c9be67b061b3","Primary Tumor"
"243","fe402132-5c5f-4e43-8ccb-acde2b394619.htseq.counts","ThyroidCancer/CountFiles/f127eca6-8a4a-475d-b81e-098c87d6b6a1","Primary Tumor"
"244","674d574e-7348-47a2-89b0-ea19218af377.htseq.counts","ThyroidCancer/CountFiles/2ea0fa9d-e52e-4d06-8dfb-872f4198ae21","Primary Tumor"
"245","7d5eee39-e133-4065-86aa-71033d1ffc6b.htseq.counts","ThyroidCancer/CountFiles/84399bcb-f018-48db-b678-67d3573c174d","Primary Tumor"
"246","64cdea2b-96fc-489f-bef5-ebfd6d7152bf.htseq.counts","ThyroidCancer/CountFiles/f1263286-0acb-4851-85f1-27333eb8b53c","Solid Tissue Normal"
"247","92e4e583-3efe-4144-9247-eaad758b0944.htseq.counts","ThyroidCancer/CountFiles/3e3f0328-61ab-44ea-b7fa-01de47cf37e0","Primary Tumor"
"248","b12b56a4-cea1-4e14-a925-97c46b08cddb.htseq.counts","ThyroidCancer/CountFiles/c021bd44-31dc-4b59-a7f5-f51f9ff192dc","Primary Tumor"
"249","24d354e1-f30b-4338-b450-917a176094f9.htseq.counts","ThyroidCancer/CountFiles/2cf460b7-3abb-47ff-8338-4797d98e8fd0","Primary Tumor"
"250","470b5538-bf99-4a28-b1b7-146daf2e5963.htseq.counts","ThyroidCancer/CountFiles/e05b94bd-84b8-41e2-8abe-9c4d5daa3879","Primary Tumor"
"251","b21dbcdd-4d95-423f-a52f-efbe521cf23e.htseq.counts","ThyroidCancer/CountFiles/4362fb2c-ca95-4299-8254-7784bcbc9285","Solid Tissue Normal"
"252","0fbf4163-6783-468e-9bb8-1e43956e4533.htseq.counts","ThyroidCancer/CountFiles/d218dcbb-6f7e-47a2-ae50-aabe17462cf5","Primary Tumor"
"253","5f08fba8-40e1-412f-8e20-738093a8b569.htseq.counts","ThyroidCancer/CountFiles/dc658fe4-b731-4e98-b452-bd478556eedb","Primary Tumor"
"254","08e0d889-c217-4f17-8869-57f5c4d53c07.htseq.counts","ThyroidCancer/CountFiles/b1a594a0-9e3e-4632-ac8f-14e400836ac5","Primary Tumor"
"255","7429a1e0-5fb3-42c5-8f09-839d73f1fc72.htseq.counts","ThyroidCancer/CountFiles/866de48a-2977-419f-ba06-17fa33232d03","Primary Tumor"
"256","9b213017-a2ee-4260-9631-e6b8e420dded.htseq.counts","ThyroidCancer/CountFiles/0dc1fda6-f507-4e42-a692-b0dbb4966988","Primary Tumor"
"257","20588192-ad73-457b-b7dc-3d6b7a411885.htseq.counts","ThyroidCancer/CountFiles/877a525d-175e-411c-90a8-8d02489b6e2d","Primary Tumor"
"258","86991d9e-05b0-4c12-9326-48a8ea9532c8.htseq.counts","ThyroidCancer/CountFiles/ea7881af-d24c-4b07-82e5-ecb405cc6303","Primary Tumor"
"259","c79c7338-1c91-4f28-9566-58ef5aa2d8cd.htseq.counts","ThyroidCancer/CountFiles/d4a9a6c1-b75d-4479-a804-d34076f7c38a","Solid Tissue Normal"
"260","09017cfd-5c93-498b-a234-c8129a2023d7.htseq.counts","ThyroidCancer/CountFiles/482fafbc-6dbf-487a-970f-1b3a30643e81","Primary Tumor"
"261","4486a4fb-820a-4ee8-998c-f716e52b73df.htseq.counts","ThyroidCancer/CountFiles/861695ae-d62e-46e2-ae5f-d110ac8bea49","Primary Tumor"
"262","6d8f7120-d3b2-4786-9f70-cce4c99218ec.htseq.counts","ThyroidCancer/CountFiles/cc2525c7-49d7-4fd6-833c-6b9988c59f32","Primary Tumor"
"263","303675ca-3bf6-4085-b187-91959153408c.htseq.counts","ThyroidCancer/CountFiles/651d73cc-e4c5-495b-80a0-02fee8911d0f","Primary Tumor"
"264","3ee9c2b1-54f2-422c-82c6-e6e32817acf9.htseq.counts","ThyroidCancer/CountFiles/166e7903-09ec-4bef-a044-f180d5133f64","Primary Tumor"
"265","068ac144-4d5b-4c30-8b42-7025f801debe.htseq.counts","ThyroidCancer/CountFiles/88c3c641-33a1-4ec5-90ec-add78273cbfa","Primary Tumor"
"266","fbf50366-35e2-4ac3-9603-92647d78a715.htseq.counts","ThyroidCancer/CountFiles/fb9501ab-e228-4951-b159-965516a70204","Solid Tissue Normal"
"267","c95b886e-e0ef-4882-b9b6-15e7272f753c.htseq.counts","ThyroidCancer/CountFiles/cec05883-63b7-4561-9114-745961743e94","Primary Tumor"
"268","c643bb69-8c28-42bb-b7b8-1e27f0a46cfb.htseq.counts","ThyroidCancer/CountFiles/cbdcd133-8f7e-490b-a4f8-7b32d08666f7","Solid Tissue Normal"
"269","4ae6d828-f8b3-4c8b-8d6a-575ef51e329b.htseq.counts","ThyroidCancer/CountFiles/28a701c3-3a69-43d8-99f7-abf20c4f7e42","Primary Tumor"
"270","b72fdad0-4062-4320-b451-08302e4ef12d.htseq.counts","ThyroidCancer/CountFiles/316ae145-3867-4451-8a07-bc753b632f4c","Primary Tumor"
"271","db88c30d-e1dd-4db8-bffb-7b301f91e567.htseq.counts","ThyroidCancer/CountFiles/c8c6eb8c-ef01-4321-bf95-d1b2864e1507","Primary Tumor"
"272","ba688a27-01f3-4607-8530-ac5e0b0489fa.htseq.counts","ThyroidCancer/CountFiles/a749ee82-befb-4ee5-b25c-a71467c978e4","Primary Tumor"
"273","ffb8427a-d1a3-4ae6-a2e0-424929197afb.htseq.counts","ThyroidCancer/CountFiles/6cde0856-1754-420c-a9c3-7e9941af768f","Solid Tissue Normal"
"274","2941c84e-71ef-4908-9980-1627a0cd780f.htseq.counts","ThyroidCancer/CountFiles/8fa91446-ce7b-4af4-90cd-d1de4129610b","Solid Tissue Normal"
"275","febb725a-5d39-4596-9333-c34398101054.htseq.counts","ThyroidCancer/CountFiles/39110026-78e0-4cb8-aec3-b37ad9a516bf","Primary Tumor"
"276","722ae982-97b0-443a-b7d8-02b53b633af3.htseq.counts","ThyroidCancer/CountFiles/dab238c3-975e-4cd2-ae12-6cc6df947892","Primary Tumor"
"277","c1da8748-d9e4-42f2-953a-e50b0ea767ba.htseq.counts","ThyroidCancer/CountFiles/8cc49aa5-c7a6-4a45-bdaf-bc461179c87c","Primary Tumor"
"278","0e94f470-f240-474e-867d-bde7c803b6a4.htseq.counts","ThyroidCancer/CountFiles/ddece528-2240-4118-87c8-469af8313295","Primary Tumor"
"279","6c5413ca-9b83-44f8-9f08-2e70035bcc9a.htseq.counts","ThyroidCancer/CountFiles/f01c1e4f-bfc9-4aa0-9b83-d40ce2037f6e","Primary Tumor"
"280","ae39a55a-0a70-4650-9a55-9e7a19e97376.htseq.counts","ThyroidCancer/CountFiles/a9d4b4f1-0b96-4ecc-bdad-8160dfa2a076","Solid Tissue Normal"
"281","836bdfad-44f9-4881-a59c-957ce06a7a7c.htseq.counts","ThyroidCancer/CountFiles/945ef66f-7c9f-443c-8c11-5ae4c019c756","Primary Tumor"
"282","61d30fbc-a6ae-4cfb-bf78-5119b580ec02.htseq.counts","ThyroidCancer/CountFiles/19893072-3258-4b0f-a27d-93b0142181fa","Primary Tumor"
"283","6a12fc1f-9ef6-48fb-8706-f7d82b86407b.htseq.counts","ThyroidCancer/CountFiles/ae456801-6ed3-42fc-8bc3-fb35bd417945","Solid Tissue Normal"
"284","7553280c-95f5-482a-87b1-cd237bf15c4c.htseq.counts","ThyroidCancer/CountFiles/35dd1b8f-c9aa-49ee-989c-7c7c902be8b9","Primary Tumor"
"285","49d7a9c5-914d-400b-8e23-6ef0ecacce93.htseq.counts","ThyroidCancer/CountFiles/b699615f-b49d-4b45-9c69-588813876115","Primary Tumor"
"286","962f1d32-7528-4be8-8dc4-c2b6ec7af79a.htseq.counts","ThyroidCancer/CountFiles/d1e6d62e-38b2-43ce-b7c9-7e14a8710b6d","Primary Tumor"
"287","931a5088-baef-410f-a85b-523eddc1b0e5.htseq.counts","ThyroidCancer/CountFiles/0dbe8d53-f7e1-4241-b906-87f556b16f47","Primary Tumor"
"288","3865f759-f3c6-43b4-8111-9aa6309ca55c.htseq.counts","ThyroidCancer/CountFiles/0a8e5b8a-d49e-4680-997f-ef4ef1f76946","Primary Tumor"
"289","e01832b5-4c09-4e30-b99f-6edac58d1213.htseq.counts","ThyroidCancer/CountFiles/5bd3c1c7-f685-4d41-9211-f2b45876b6cd","Primary Tumor"
"290","33789f1e-8172-4123-9318-77ad04c0981a.htseq.counts","ThyroidCancer/CountFiles/0d5cfd2a-c323-4c8f-8e4b-7307b6dc26e2","Primary Tumor"
"291","d69d82f1-1173-42d6-8433-d5ab7e7ab59b.htseq.counts","ThyroidCancer/CountFiles/1948a704-eeeb-4358-bed1-8be8488fbae0","Primary Tumor"
"292","9e573b8f-4762-46b9-b757-4b54ed9c6320.htseq.counts","ThyroidCancer/CountFiles/6741b45b-9d9c-4816-93ac-197b4a2659f3","Primary Tumor"
"293","b75773b0-6750-4158-befd-bb55e171ffb5.htseq.counts","ThyroidCancer/CountFiles/521e2a23-9f74-4029-ad5a-c16f860bc734","Primary Tumor"
"294","0bc6eee9-4e24-40a6-9e74-dcaff95946c5.htseq.counts","ThyroidCancer/CountFiles/e8c1cf6a-dd5a-46f9-8aca-5e8e7bdf7bb0","Primary Tumor"
"295","2afe0c46-c97a-4475-af30-dc60f5634d95.htseq.counts","ThyroidCancer/CountFiles/3d2bea12-272a-4200-86a8-65e9a2f816c6","Primary Tumor"
"296","973250e7-f8d6-48f4-8474-d53593e1b265.htseq.counts","ThyroidCancer/CountFiles/e4e752f3-e3db-418e-9043-d39ac63ccddf","Primary Tumor"
"297","2f8c0ebc-e540-4bb4-8f58-285afcd913e3.htseq.counts","ThyroidCancer/CountFiles/03a80611-8b1b-4910-86bc-12c31d6049e2","Primary Tumor"
"298","20331bec-d188-428e-9a99-b74bfdd4542e.htseq.counts","ThyroidCancer/CountFiles/65a6ae8d-b628-4627-b1ab-bdad420451f7","Primary Tumor"
"299","124d34cd-1129-43bc-b7b4-36bdcd28165f.htseq.counts","ThyroidCancer/CountFiles/01a589d4-8d74-4308-8ffb-de4e7cd762dc","Solid Tissue Normal"
"300","ecff92ce-841b-42cd-8a80-9066a44ab9fe.htseq.counts","ThyroidCancer/CountFiles/30d59d06-c08d-4153-b54a-7d6911f441fd","Primary Tumor"
"301","1c5d3467-f0e0-4c5f-b9b3-80b919bb24fd.htseq.counts","ThyroidCancer/CountFiles/c5751fbf-3ce4-4e9b-9481-ac7d01332fff","Primary Tumor"
"302","527459cd-e8a6-44ce-850c-4fe2346059a7.htseq.counts","ThyroidCancer/CountFiles/37235f7f-5db9-459f-93f7-42bcfc4eea2d","Primary Tumor"
"303","e778ebbf-aca1-461b-8038-90da3c5c66a8.htseq.counts","ThyroidCancer/CountFiles/b28fc2ac-ae5b-4184-8c1d-5fcb2e33b14f","Primary Tumor"
"304","e97f9297-8712-44ec-a168-83f8fb8bb006.htseq.counts","ThyroidCancer/CountFiles/9624bfbb-1a45-4019-9e12-1cd05d98fd8c","Primary Tumor"
"305","ac6e6b63-e24b-4e24-8fc7-d375fc0e2ad0.htseq.counts","ThyroidCancer/CountFiles/42dc3bfa-e11e-4a52-b00b-1c6534bf55ae","Primary Tumor"
"306","00bf9b15-1ee8-4083-aeca-7b01e2ebbf72.htseq.counts","ThyroidCancer/CountFiles/143801e6-1dac-45c0-a52b-d00865e34b58","Primary Tumor"
"307","9df1a5c3-71b3-4056-a9b7-640f331dba7e.htseq.counts","ThyroidCancer/CountFiles/d039a738-0bd6-48b5-ae92-aa899175b8b0","Primary Tumor"
"308","e624e391-cfec-48d4-8d3d-4e84666b78b1.htseq.counts","ThyroidCancer/CountFiles/4e87cd96-72b9-4fcd-a784-7b57652c9da5","Primary Tumor"
"309","ae468888-d1e8-46b6-9f20-e155b4afa7f1.htseq.counts","ThyroidCancer/CountFiles/20cabb74-7f29-4cce-b69e-1b729469384c","Primary Tumor"
"310","8c2d7579-8799-4b57-85f2-db1d223e47b4.htseq.counts","ThyroidCancer/CountFiles/785b3b30-49bd-460e-a346-5f02bc4778cd","Primary Tumor"
"311","e9a2c588-ffce-42f6-9ba2-45a859fef61f.htseq.counts","ThyroidCancer/CountFiles/bcaf6571-6c80-40ad-83a8-da147b6781d0","Solid Tissue Normal"
"312","4a29fffb-07ff-445d-904e-c100290e27f5.htseq.counts","ThyroidCancer/CountFiles/62e4c112-72e8-45ac-a6ca-88d05fa2ac24","Primary Tumor"
"313","2752298b-aedc-4dac-97fe-f88ca42f011a.htseq.counts","ThyroidCancer/CountFiles/353e50d8-4139-4001-9e01-fed2b8de2353","Primary Tumor"
"314","6a73a6c5-ec81-4179-9270-47b4a99aabe5.htseq.counts","ThyroidCancer/CountFiles/ecdc0ff8-bd82-49ec-9a81-7a3129735527","Primary Tumor"
"315","fefdf143-4fd5-401e-bf8b-2ac89a28c4e6.htseq.counts","ThyroidCancer/CountFiles/54314dab-2cc1-4e58-865f-aa1bac4e12e5","Primary Tumor"
"316","7a4a8942-1cab-4338-86ad-d7eb26c265b5.htseq.counts","ThyroidCancer/CountFiles/39f24b8f-d0f1-490e-a88e-5425f38a920e","Primary Tumor"
