File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
5fb67cab-eb58-4699-8635-494c1ba4689a	80af6fa2-c963-4ab7-9965-8b1678f49376.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-5428	TCGA-05-5428-01A	Primary Tumor
00e3c529-4162-4d0e-9d97-ec806a40e345	9c62a984-f89a-4838-af13-786468b293c1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6145	TCGA-44-6145-01A	Primary Tumor
bf53559d-12ca-459b-bd5d-da4e5b876df4	653ffc71-52ca-473e-8ce4-c934932baa8c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-4488	TCGA-49-4488-01A	Primary Tumor
c7dbb413-1f2c-472e-8158-6bd6fd69a77a	e879390d-b662-4121-8137-e35bf208edac.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6836	TCGA-91-6836-01A	Primary Tumor
d5379598-42ae-489e-8335-73ee24974507	d6ee768c-7705-468c-bc8a-298c71ce1c8d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7724	TCGA-55-7724-01A	Primary Tumor
74b764ec-9200-43d7-b883-a672db7cffb3	26f62491-75cf-402b-af7a-663d4458ea17.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-62-A46O	TCGA-62-A46O-01A	Primary Tumor
e2042175-b2ed-44d4-b143-e79ffe26afef	dfbd7fa2-381f-4d52-a997-8e9ec71f760f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5931	TCGA-50-5931-11A	Solid Tissue Normal
c99dd93c-f240-4244-8eaf-39252666f97b	49becce3-507f-4df5-a679-efce45e8eae0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-A48Z	TCGA-55-A48Z-01A	Primary Tumor
00f5e705-ae00-440e-8e18-9c15726d48c6	0cd5fbf1-9e0f-4017-9e26-93ff0828c169.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-2656	TCGA-44-2656-01A	Primary Tumor
77c6e9b5-926e-4eec-be86-efc6627bda2f	245ad8f3-c93e-40ac-8ff0-92e7a5dacc20.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4402	TCGA-05-4402-01A	Primary Tumor
8ee433e4-1a3d-4c57-9fbb-e6093792e277	a571b078-2572-4b5a-b9be-52ad05085e1c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-8119	TCGA-44-8119-01A	Primary Tumor
1344f507-e11a-4eab-80f2-82e20a4e8ede	74a288d5-7bb7-414b-b422-f9a4548a8433.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-2657	TCGA-44-2657-01A	Primary Tumor
6e554967-0f58-4eea-aefc-c27118a053a6	05028ec2-a686-4965-8351-e70c6537091a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-38-4626	TCGA-38-4626-01A	Primary Tumor
323d5524-de9e-4fbc-81a0-f480e4bcad78	d5f29606-e2c0-42a9-af59-fb178fcf7201.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6828	TCGA-91-6828-01A	Primary Tumor
0d998aec-02a2-48c5-9960-101941cccf34	9e49e3ff-f780-48db-9349-e59e2112b6de.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-8120	TCGA-44-8120-01A	Primary Tumor
386805b9-0738-400a-bfa7-a0d226648e59	ae95b302-bd9d-4d3b-a791-2f788bf53d24.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-95-7043	TCGA-95-7043-01A	Primary Tumor
fae04d12-be1b-4604-9d65-ed82521da937	6095fc44-4542-4435-8e6b-dba09b3f7f92.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-7552	TCGA-97-7552-01A	Primary Tumor
fc89fed4-129d-4a09-ab35-bb5600a13861	bdd19fdc-232a-4d2a-9574-91eaf87d9abf.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8204	TCGA-55-8204-01A	Primary Tumor
90136c58-605a-404f-8b1e-162b42488974	d3771f3a-ebc8-4ed6-97f9-6d6003d8470a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-38-4627	TCGA-38-4627-11A	Solid Tissue Normal
ea29ada8-92b7-4c2c-a413-60581983c007	5be2bd1d-24ac-47c5-9e20-33dea602ed65.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7726	TCGA-55-7726-01A	Primary Tumor
2d219fde-dd85-4235-adb3-7c2c33c3b851	4938e83e-4ff0-4880-bc31-aa52e3a68ec2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-75-6203	TCGA-75-6203-01A	Primary Tumor
3ab2f73d-0da0-4285-9e3f-761e92b1fb3e	937cc0bd-e6b5-48c3-b336-66fe281385f5.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6775	TCGA-44-6775-01A	Primary Tumor
3a774226-0df6-4175-b617-b0a65e2ecbc4	47b14505-ca81-4d39-8eca-0cb773f8934e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-38-4628	TCGA-38-4628-01A	Primary Tumor
67ee2691-6149-4e3c-9590-cfca5df58bb3	38546283-9872-45fd-b15d-c8b35c538264.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8092	TCGA-55-8092-01A	Primary Tumor
61154309-836f-400e-b8e3-3b21a8cbda9a	f561e8fc-3ed9-4d8f-be9f-800966251738.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-8076	TCGA-86-8076-01A	Primary Tumor
82fe0f6f-4271-4753-b512-cd97496c7572	d726987a-4c0d-47bd-ac66-fc1d1172fa95.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-8074	TCGA-86-8074-01A	Primary Tumor
248b31d9-7ed7-4218-9aa1-63c3a294912b	9e7321e1-0c7e-4140-bb4c-f322d81be7ee.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-MP-A4TC	TCGA-MP-A4TC-01A	Primary Tumor
55347ece-36b3-4a00-82b2-5013320791f2	43b969ef-d7cb-4c8d-b6de-fdfa48b8edff.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-73-A9RS	TCGA-73-A9RS-01A	Primary Tumor
ad35df24-9eda-4a0e-a2cb-ac0d75f98368	53424807-1674-4d2c-9d76-dd907f6a8ad3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-MP-A4TK	TCGA-MP-A4TK-01A	Primary Tumor
347848b6-0c53-451a-a325-83274904f74c	30ed6c4d-7d1a-4c22-b5a1-00cd37e35e6d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-A4M5	TCGA-97-A4M5-01A	Primary Tumor
d81e44c8-95a4-45a8-b68d-6e375020ba01	87d1452e-8ec6-4c75-a03b-361738c728c0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4396	TCGA-05-4396-01A	Primary Tumor
94b166f1-20a3-4903-a18a-47497346635c	8377de42-868b-4748-bbe0-b66827e274bf.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-AAR0	TCGA-49-AAR0-01A	Primary Tumor
02b0093c-2ab3-4213-a5df-ac526ed1d973	ce4ac30d-f2e6-40f3-a2db-fdcf0218b8fb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-A4LX	TCGA-97-A4LX-01A	Primary Tumor
d604672a-2000-4dfc-b417-94503c57c951	cc54e123-c06a-48a8-b864-7497ecb37c0b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-A47G	TCGA-44-A47G-01A	Primary Tumor
5bc442de-4389-47ef-9972-de8714c72dc5	a9b9f900-b114-48b4-95c7-41793107169f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-93-A4JO	TCGA-93-A4JO-01A	Primary Tumor
815169ea-4cca-4fed-8c0f-b04b86942fd9	62bb3d7c-bcfc-4475-b21a-c5f76e90c06a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-35-4122	TCGA-35-4122-01A	Primary Tumor
706514bc-d7ab-4b10-b140-56616b2b0bd3	9d7486ce-efb9-413f-80b1-e47971625875.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-38-4632	TCGA-38-4632-11A	Solid Tissue Normal
b5206dc2-c8ea-4b06-869c-ea0663e43afa	12b16f45-0e5e-4c24-85b5-fd05a6482fa2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6978	TCGA-55-6978-01A	Primary Tumor
86f610a9-11a7-4d3e-9852-78b78aabfaf6	c07dbc2a-b197-4b5a-a1a7-8acbaea7441e.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4427	TCGA-05-4427-01A	Primary Tumor
e07b84a7-c8b0-4009-a3d3-23d7fab03677	3fbb4c61-e8c6-40dc-b7bc-786380add78d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-4112	TCGA-44-4112-01B	Primary Tumor
e56f6e88-dfd5-4074-9235-7a9a843fe7ae	b0a26c8d-9863-4352-8abe-dde66bdb8e55.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6847	TCGA-91-6847-01A	Primary Tumor
7727bbb5-8d25-481d-bcd9-6af2f75058b5	0549c0d2-137d-4de8-8578-f043523b56c1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8614	TCGA-55-8614-01A	Primary Tumor
800cec1e-51c4-4923-9474-b4c20538f06d	e158cf09-9e8a-4a3f-9097-2f94222e5461.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-L9-A444	TCGA-L9-A444-01A	Primary Tumor
46005efb-d3ab-4724-b997-8a0f51a17163	33ccace3-8a24-44e8-a101-15bd1e8467fe.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7162	TCGA-78-7162-01A	Primary Tumor
7353ad52-e10c-4712-a2b7-43d01ca1821c	2c9d9875-4237-410c-afc2-15d06a034d20.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5055	TCGA-50-5055-01A	Primary Tumor
6f42c71f-4f7f-4465-a98e-a3e0eaeb7950	e657cd5a-217e-45df-8203-a3f8c4907f4a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-4512	TCGA-49-4512-01A	Primary Tumor
d175ac90-472d-41cf-bf17-f8516b43e4c3	582e5a89-052e-4439-9d1e-a9d3fa0d82a7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-MP-A4TI	TCGA-MP-A4TI-01A	Primary Tumor
662deac7-18db-4a10-b17e-9f0f7740292a	96717cca-f561-43ee-8fac-74c9aa43c202.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7576	TCGA-55-7576-01A	Primary Tumor
7ed5c3fe-5e5b-45ed-b873-5c333f641422	16c42b24-fcaf-43e2-8f52-d7488f82257b.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6849	TCGA-91-6849-01A	Primary Tumor
893e6e2e-60ef-4e36-a8a7-cf289211a5d3	01fc4b6a-e68d-4a6f-b472-75d1620f4172.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-A4BC	TCGA-91-A4BC-01A	Primary Tumor
a9a74c2f-e641-4235-96bb-05a10646275d	d179f9d5-0b8c-459e-9f47-271b25887c3c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-6761	TCGA-49-6761-11A	Solid Tissue Normal
e226bb40-09aa-4f68-ac77-ab292ef34feb	6d158f35-9847-41fd-814e-9bb63cca955f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-2661	TCGA-44-2661-11A	Solid Tissue Normal
aa7ae4b3-30ab-4235-b760-6d0fa6facc66	41059154-b4e8-4b61-9600-8b19262ccab0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-8117	TCGA-44-8117-01A	Primary Tumor
b3ca1e7a-b15b-45bb-9410-a57c2cd48602	fefd7990-acb5-4d6b-9bfa-b1a474e368d7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4420	TCGA-05-4420-01A	Primary Tumor
3c405523-f440-4296-8382-d38de380620d	d81394e3-a55e-4b85-b13d-e3fa1806c800.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-2666	TCGA-44-2666-01A	Primary Tumor
0953ce77-71fe-4942-96be-27658135bbd8	557b2e70-c648-4da7-90b6-b2d844e9b6ac.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-2657	TCGA-44-2657-11A	Solid Tissue Normal
978bb094-e5f1-4ab6-8256-6a093d3f1b97	f290cd17-7e92-4c27-be1d-ebf2b7bf8c17.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7227	TCGA-55-7227-01A	Primary Tumor
59fbdda7-7cd1-44e3-8b18-736e6e3898b2	32f7779d-9065-4241-ad44-efe90148ac23.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-6595	TCGA-50-6595-01A	Primary Tumor
3e69e3c1-741d-4db0-9ded-777d86918960	7e9b15b3-eca8-4dd1-8d57-a404ace995d9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-MN-A4N1	TCGA-MN-A4N1-01A	Primary Tumor
5b268533-b07d-4dc0-975d-fc3ab6c8d9ed	e9205c80-39e9-446d-8151-f493e43228c4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-97-A4M3	TCGA-97-A4M3-01A	Primary Tumor
3869800d-4625-437a-a78a-d9d86fe1a33f	5b84c002-9ca2-4188-bf22-1e0994dd3978.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6777	TCGA-44-6777-01A	Primary Tumor
8a26ee58-983c-484d-b8ca-1064feea283d	1a0ba473-dd46-4a74-af37-784643492999.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7542	TCGA-78-7542-01A	Primary Tumor
8feb88b4-35cb-45e8-9b43-095bc2cf1a5c	06acacc3-9eb0-4bd9-ad1c-0811eaf3b0da.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-MP-A4TA	TCGA-MP-A4TA-01A	Primary Tumor
782c15f6-580e-42be-91f3-f6458a17d6b0	e750282f-7315-46bb-9911-5bdac74fb1eb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-91-6829	TCGA-91-6829-01A	Primary Tumor
3212e598-ce64-483f-9ba9-0d1b22c41fb9	cfbb373c-8b64-4132-8957-234b36540deb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-8507	TCGA-55-8507-01A	Primary Tumor
f71781db-e0dc-41d6-beb4-5efe81447a29	cecac722-4fe4-45e5-85e9-a4ce24c567b2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-2668	TCGA-44-2668-11A	Solid Tissue Normal
2bee31d3-c2d7-4ae7-b246-c82dd6eee91f	dfb56742-389a-4c33-992e-8b3014c882e0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6776	TCGA-44-6776-11A	Solid Tissue Normal
ffc6ab9c-5795-45b6-8bbe-a42d6e5914a3	27b42f71-0ef6-4774-85cc-3c8b32e55732.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-99-8032	TCGA-99-8032-01A	Primary Tumor
0f4b9db7-c993-4114-a6e1-a9cba0f7856e	5abe9a73-0ec5-4d88-9aaf-1db6795f364d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-8671	TCGA-86-8671-01A	Primary Tumor
3653dfea-049c-4ae8-8aca-cf6799797dd7	dc76cdde-f77f-4604-94c4-0b150b9a56b4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4405	TCGA-05-4405-01A	Primary Tumor
f3d97922-d0f7-49aa-bf66-9a4cd8a0da85	99ca2aaa-bc66-4673-843b-ddbabe680a12.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-75-5125	TCGA-75-5125-01A	Primary Tumor
7d681677-05d5-472b-a969-5c6840e86ca3	4fb80022-8f80-4992-b1aa-0f678c941878.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7143	TCGA-78-7143-01A	Primary Tumor
9a688f9e-78ac-4ef3-8018-0d0d7bcd8db5	20a96363-a968-445a-bd9a-96b27e403516.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-64-1680	TCGA-64-1680-01A	Primary Tumor
4b0156dd-8430-42f6-9b6b-4e58c4e1ceb9	53480dc0-569d-474d-92ae-25e0526c0864.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7913	TCGA-55-7913-01B	Primary Tumor
26ebbc69-9b84-4ea6-97bb-54357493b805	64d2208f-1ad7-4209-8744-9eee55186fe3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6987	TCGA-55-6987-01A	Primary Tumor
3bf1ea3f-9b8c-4450-8f66-a3a45f8f3d48	71dc5938-5e78-4d58-b218-e9f6eb6b0675.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5066	TCGA-50-5066-02A	Recurrent Tumor
1cbaa76b-064b-46bd-ae5c-4ac32b40d63d	9a07164a-711f-460d-a2cb-43651c85bcde.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-73-4659	TCGA-73-4659-01A	Primary Tumor
4723ca7d-c134-4e06-833c-d8bd36f2a069	898379ca-0a5c-4436-95d1-bb50239864ea.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-78-7537	TCGA-78-7537-01A	Primary Tumor
2cb273f0-9c32-463f-9450-c12b219c5722	50a313a9-99f6-4ca0-84b3-0f4b59ae0a1a.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-A4P7	TCGA-86-A4P7-01A	Primary Tumor
69b9b1e8-2a19-48f6-ab01-fd5aa28e9ecd	bfd76989-9812-4065-9e07-22a1bc498018.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-5429	TCGA-05-5429-01A	Primary Tumor
e7d2d644-7bdb-4826-8720-933eab8ddccc	ae32fcc8-a1b7-47c8-b1c5-1e5cdbcf3725.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4422	TCGA-05-4422-01A	Primary Tumor
efd04a70-1fd2-4262-a878-6a82a432650f	22c44a19-4cbb-4950-acf5-8d23a3fcb0a7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-6851	TCGA-86-6851-01A	Primary Tumor
ba8a6633-0876-45f5-a9b1-17e0fe19fe29	b2bd3b9d-2380-47bb-a13d-a4e7a00d6740.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-4507	TCGA-49-4507-01A	Primary Tumor
64c6bb02-e3d5-4762-883a-c041097c6f94	1aeb8b9e-bf79-415d-a8dd-a63c3fbe2bab.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6982	TCGA-55-6982-11A	Solid Tissue Normal
09b4d8e9-c0c7-478f-b6dc-e6552f38a67f	b9010a9a-7ee9-4f57-a1d3-5bba72acb67d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-38-4625	TCGA-38-4625-11A	Solid Tissue Normal
b418bbe2-aa91-4b09-b5d4-516c781a368d	7c1d57e4-ea8b-4634-8b1d-65ef201dda59.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-6981	TCGA-55-6981-01A	Primary Tumor
5c1e1592-0075-4b8f-a36d-13a8bd3d4b32	7c5f96bd-441c-4467-8700-dc5224e682bb.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-67-3774	TCGA-67-3774-01A	Primary Tumor
20cc72b8-019f-4390-b473-c52c1331fba6	a28e1869-665e-43a9-8b05-ee0841b672df.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-69-8253	TCGA-69-8253-01A	Primary Tumor
4d7cfd50-b134-42b0-8519-ef2078461576	372ab2b4-31f7-4e79-962e-ce2b4a385c12.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-6147	TCGA-44-6147-01B	Primary Tumor
b8144f5d-764f-45f6-bae9-ace0cf40b974	78a560b2-9ce7-43c9-9d77-dac465e13a0c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-75-7030	TCGA-75-7030-01A	Primary Tumor
a11c3de0-e984-4548-b514-7b0b4f559da9	59e22196-c04d-46c9-b16f-98858dca67d1.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-A4D0	TCGA-86-A4D0-01A	Primary Tumor
f876894e-36f9-4ff9-ac34-59fc5de8fdeb	98b20d7c-8d7e-4d6f-bdf1-67fc8d05a26c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-69-7973	TCGA-69-7973-01A	Primary Tumor
389a2ad9-e97b-4875-8268-277646d6c578	5f8af729-8993-4b3c-badb-aa1e3ce4e81c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-6743	TCGA-49-6743-01A	Primary Tumor
43318e69-4aa1-4f76-ba79-658a3a04fe87	022cbd07-3e20-4144-b2ab-8c76adffae73.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-6745	TCGA-49-6745-01A	Primary Tumor
0f7252b5-7fac-4726-9045-cb2b7a7a4010	79caf319-b6a9-4e02-aede-444242d215d4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-7713	TCGA-86-7713-01A	Primary Tumor
be193e4b-e2d3-4615-882a-da48ba99941d	2c4641bd-928f-4fa2-9931-3351955c2396.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7725	TCGA-55-7725-01A	Primary Tumor
a12b2c09-109d-4e12-87f0-cc48a18d082a	47caf079-95ad-4c12-b8cf-fb333f72900d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5068	TCGA-50-5068-01A	Primary Tumor
f039d105-3dfe-4555-b54f-6287a51f3d25	6188f79f-599d-45ff-802f-d1ee94b97b22.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-NJ-A4YQ	TCGA-NJ-A4YQ-01A	Primary Tumor
c8fe657f-b0c9-4231-be30-090d485f037e	b20e7824-c90e-464c-9f17-d138e84ca8e7.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-7711	TCGA-86-7711-01A	Primary Tumor
0af1b217-6de0-48c6-ba62-6ffacdc07dce	d5a54e1d-02d7-4cee-b6b1-e0a616cc322d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-73-4658	TCGA-73-4658-01A	Primary Tumor
3b4546b8-0423-4d32-8854-365f7ae4f2f9	3f52a1bb-997b-4ee0-b61b-8060e7d8666d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-86-7953	TCGA-86-7953-01A	Primary Tumor
a89f3d00-8976-407d-ac6f-eec54f8d4510	5061303f-9743-4495-a9ea-a5c579992525.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-05-4398	TCGA-05-4398-01A	Primary Tumor
fe4fc0e0-4068-449f-96b1-5b23861dd652	b92498c2-6e54-4fd0-b752-18932e915381.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-44-5645	TCGA-44-5645-11A	Solid Tissue Normal
1259fc1b-7fc8-4da6-97f8-9db96f5cd1bc	2291ce95-0573-4402-8c25-ec5a824212d9.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-50-5932	TCGA-50-5932-11A	Solid Tissue Normal
3811eb71-5961-4ff9-b67a-cdecbd97d976	c8fb3217-2cc9-47c0-84b6-b666c07624e6.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-49-4510	TCGA-49-4510-01A	Primary Tumor
26a465b1-0367-4518-8bf5-c932ce1537e3	a12ff0ad-8580-4cec-9e63-1175335f0316.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-53-7626	TCGA-53-7626-01A	Primary Tumor
a70be23a-19be-4565-b3ba-e2b916344174	e4de8f87-b9c8-4021-b29a-b7d128ff64a3.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-7816	TCGA-55-7816-01A	Primary Tumor
d0cb7fae-f8b0-4f56-bbb0-b1ced83df2fa	04b28f00-f45e-422b-aadc-32039ef6b63d.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-75-6206	TCGA-75-6206-01A	Primary Tumor
6b26c1e5-14f3-4a99-9f09-2f398cc2a7a5	7d77efb6-ce73-4e81-8cf3-957835f58334.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LUAD	TCGA-55-A493	TCGA-55-A493-01A	Primary Tumor
